0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,labels
1.221176965690507,-1.338205977501499,0.10870436211662948,-0.023150702884572952,0.27490805441203725,-0.3003229062989901,0.27411951879442403,-0.5484709639216376,-0.4307419749518557,-0.10375094327870486,0.61360506542652,0.0,0.0,0.0,0.0,1.0,171700.0
0.13252887102965402,0.3215000409905614,1.222984509891836,-0.27858167300141634,-0.5509744668050918,-0.583916058787518,-0.43258596496674995,0.0820323428590215,0.23277968229137974,-0.0616277817583515,-0.9998983408926022,0.0,1.0,0.0,0.0,0.0,109000.0
0.7467660987511445,-0.8519822425066419,-0.6076185900245746,-0.6700876871986872,-0.6161757184801282,-0.7815998849521596,-0.6231582302506621,-0.2927438176081706,-0.3473687706060275,-0.07494240736905211,0.36538479667148455,1.0,0.0,0.0,0.0,0.0,237500.0
-0.8961936404388563,1.3032979674224858,-0.846392907404976,0.005178913801113311,-0.08249139921408874,0.30658491515040015,0.11001562368883308,-0.2861328983559144,-0.20396566741091388,0.00865969241247348,-0.38198259522552225,0.0,1.0,0.0,0.0,0.0,91200.0
0.8466420707383798,-0.9501620351498347,0.18829580124342993,1.326453659223694,1.2529268295375848,0.4756322992070796,1.2296276822318166,2.6237733925122013,0.09949892574673012,-0.08878405601781907,-0.3449031786431656,1.0,0.0,0.0,0.0,0.0,500001.0
-0.7463796824579998,1.68199145333194,0.8250273142578336,-0.24746553664172813,-0.24911682016140424,-0.4564377035972351,-0.2023111444153562,-0.9889365760064871,-0.17511383089463944,-0.07410420876896814,-0.11856852263856628,0.0,1.0,0.0,0.0,0.0,113800.0
0.7767288903473158,-0.809905188516704,0.4270701186238313,0.021433611899457892,-0.06075764865574324,0.10797733278872751,-0.0064452050957798605,0.32632154951382314,-0.01497119901190506,-0.0028255572105081355,-0.36783398190736505,1.0,0.0,0.0,0.0,0.0,202900.0
1.17623277829625,-0.8847088400543728,-1.721898737799781,-0.38168290093948765,-0.36261529529943076,-0.45459019120317307,-0.38229606162793983,-0.7090218600478603,-0.12385052833338947,-0.04042931326349238,-0.006280531653074541,1.0,0.0,0.0,0.0,0.0,109200.0
0.8416482721390156,-0.9501620351498347,0.5862529968774323,-0.5275107638789218,-0.6982809983672112,-0.9072307277483804,-0.7846152883384209,2.068770981001357,0.7295068588055431,-0.07598446640561216,-0.7819229284583755,1.0,0.0,0.0,0.0,0.0,500001.0
-1.6252882359456606,1.5557602913621231,-1.0851672247853774,-0.6101775142076458,-0.5799528008828857,-0.7908374469224699,-0.5913961860366768,-1.0515829060635817,-0.24531519478507963,-0.08531051348700852,0.1761105092410214,0.0,1.0,0.0,0.0,0.0,93800.0
1.1562575838988,-1.2400261848583096,-1.3239415421657788,0.5889547855045172,1.0645676580319237,0.24654076234338282,1.0390554169479045,0.1319815105427353,-0.39681852053832056,-0.09792752868077803,0.5937920317995136,0.0,0.0,0.0,0.0,1.0,226900.0
-1.3606169101794903,1.0929126974727865,0.4270701186238313,0.10317152233684777,-0.01970500871220174,-0.19593845603448312,-0.12555287089822492,-0.17742000398547877,0.3329414833710374,-0.035953074144916365,-0.461429914857735,0.0,0.0,0.0,1.0,0.0,164700.0
0.8766048623345511,-0.8566574707277487,-1.0851672247853774,0.2671117631572945,0.26766347089258874,-0.008415948037182947,0.25294482265176715,0.09179131889806649,-0.014375209219050545,-0.059865991905567434,-0.19173942716197645,1.0,0.0,0.0,0.0,0.0,165600.0
-1.3206665213845976,1.153690664347145,0.7454358751310332,-0.7899080331807701,-0.8576618357950783,-0.7917612031195009,-0.7740279402670924,-0.4466837944821371,-0.34969989129892554,-0.03160103528667049,-0.30983615554200644,0.0,0.0,0.0,1.0,0.0,93300.0
1.965252956995397,-1.3241802928381887,-0.44843571177097374,-0.6519753093176747,-0.7272593324450052,-0.7889899345284078,-0.6999165037677934,-0.37081562592052986,-0.07614825479555487,-0.056326759168807895,-0.35890955824426124,0.0,1.0,0.0,0.0,0.0,125000.0
